2026-05-09 00:41:04 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 02:35:39 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@39044d6d (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 02:35:39 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@29f5477e (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 02:35:51 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@4c43a89 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 02:35:56 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@678bfef5 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 02:35:57 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@64c68bcd (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 02:55:04 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m57s945ms).
2026-05-09 02:57:33 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 03:13:51 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=16m17s433ms).
2026-05-09 03:18:04 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=4m12s859ms).
2026-05-09 03:50:34 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=32m29s241ms).
2026-05-09 03:50:45 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@41f3f5ae (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 03:51:45 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1m11s435ms).
2026-05-09 04:07:29 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=15m44s236ms).
2026-05-09 04:07:40 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@7890c220 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 04:09:58 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 04:13:35 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=3m36s122ms).
2026-05-09 04:21:37 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=8m1s432ms).
2026-05-09 04:28:57 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=7m20s22ms).
2026-05-09 04:48:33 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=19m36s660ms).
2026-05-09 04:54:24 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=5m50s654ms).
2026-05-09 05:12:22 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=17m58s69ms).
2026-05-09 05:12:39 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@76d8782c (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 05:12:41 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@6f105f89 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 05:12:50 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@215fc31 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 05:14:21 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 05:53:40 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=38m47s835ms).
2026-05-09 06:26:38 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=32m57s499ms).
2026-05-09 06:26:59 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@5ecd5848 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:27:11 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@1e153e33 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:27:14 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@520530f4 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:27:15 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@45f666b (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:27:16 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@338c3475 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:27:23 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@247e7454 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:27:24 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@20943b1a (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:27:35 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@72698ce1 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:27:45 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@419496a5 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:27:53 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@7ee9ab08 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 06:30:06 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 06:35:06 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 06:40:06 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 06:45:10 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 06:49:45 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=3m2s994ms).
2026-05-09 07:15:01 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=23m15s473ms).
2026-05-09 07:48:57 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@2334f5cf (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:09:13 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@a55faa (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:09:17 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 08:09:19 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=54m17s918ms).
2026-05-09 08:09:32 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@559af1fa (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:09:41 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@5a212557 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:09:58 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@2ea053fa (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:10:07 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@16a7d09f (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:10:19 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@2d0186fd (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:10:23 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@3abd8cc8 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:10:29 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@2aea4633 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:10:39 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@2dc44866 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 08:44:14 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=32m25s525ms).
2026-05-09 09:32:11 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@3ea404e (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:49:22 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h5m7s841ms).
2026-05-09 09:49:30 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@6fa3f236 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:49:31 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@fb4a92d (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:50:04 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@37aef39f (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:50:14 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@72002e8b (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:50:26 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@18252ea9 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:50:31 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@48c51953 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:50:41 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@19f22185 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:50:45 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@5292224c (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:50:46 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@62a36b14 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 09:50:50 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 10:01:20 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=9m27s841ms).
2026-05-09 10:35:34 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@6ad590cc (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 10:35:35 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@76e2404f (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 10:52:12 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@f606e4c (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 10:52:13 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@70ca6f6b (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 11:02:19 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h58s880ms).
2026-05-09 11:02:31 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@14cea905 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 11:02:46 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@7fa60974 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 11:03:00 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@3d539cce (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 11:03:09 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@6f827234 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 11:03:33 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@365c76a3 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 11:03:45 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@6ba55e40 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 11:11:14 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 11:11:17 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=6m27s530ms).
2026-05-09 11:29:43 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=18m26s201ms).
2026-05-09 11:44:58 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@686c9d46 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 12:03:15 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@6a99599e (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 12:37:09 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h7m26s682ms).
2026-05-09 12:37:13 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@5b97c961 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 12:37:48 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@2a934244 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 12:37:51 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@774cb631 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 12:37:58 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@486ce020 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 12:38:01 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@47596f9e (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 12:38:10 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@5536b47a (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 12:38:17 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@6a69e30b (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 12:38:24 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@635a991 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 13:21:15 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@78d64788 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:04:22 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=1h24m12s136ms).
2026-05-09 14:04:34 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@37821d93 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:04:49 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@34dd09fd (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:04:49 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 14:05:06 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@d6f1a83 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:05:07 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@4010d887 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:05:17 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@5d8d3c28 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:05:19 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@41b4bd28 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:05:27 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@7268179 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:05:34 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@7f96af0 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:05:46 [HikariPool-1:housekeeper] WARN  com.zaxxer.hikari.pool.PoolBase - HikariPool-1 - Failed to validate connection org.postgresql.jdbc.PgConnection@505eb282 (This connection has been closed.). Possibly consider using a shorter maxLifetime value.
2026-05-09 14:09:49 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
2026-05-09 14:14:49 [scheduling-1] INFO  c.l.c.scheduler.ProtectionScheduler - Task reminder scheduler triggered
